"time_period","area","geographic_level","Total Completed Key Stage 4","Cohort Group","Unknown","Not Recorded as a Sustained Destination","Sustained Apprenticeships","Sustained Education","Sustained Employment"
201819,"Brighton and Hove, East Sussex, West Sussex","LSIP","2264","Level 3","135","220","69","1126","714"
201819,"Brighton and Hove, East Sussex, West Sussex","LSIP","2755","Total","204","335","130","1234","852"
201920,"Brighton and Hove, East Sussex, West Sussex","LSIP","217","All other qualifications","29","64","27","43","54"
201920,"Brighton and Hove, East Sussex, West Sussex","LSIP","214","Level 2","21","56","24","60","53"
201920,"Brighton and Hove, East Sussex, West Sussex","LSIP","2362","Level 3","149","252","42","1146","773"
201920,"Brighton and Hove, East Sussex, West Sussex","LSIP","2793","Total","199","372","93","1249","880"
201718,"Buckinghamshire ","LSIP","403","All other qualifications","55","85","75","40","148"
201718,"Buckinghamshire ","LSIP","404","Level 2","26","69","71","69","169"
201718,"Buckinghamshire ","LSIP","4243","Level 3","134","299","149","2732","929"
201718,"Buckinghamshire ","LSIP","5050","Total","215","453","295","2841","1246"
201819,"Buckinghamshire ","LSIP","404","All other qualifications","47","112","49","56","140"
201819,"Buckinghamshire ","LSIP","598","Level 2","28","100","79","183","208"
201819,"Buckinghamshire ","LSIP","3890","Level 3","141","246","146","2490","867"
201819,"Buckinghamshire ","LSIP","4892","Total","216","458","274","2729","1215"
201920,"Buckinghamshire ","LSIP","417","All other qualifications","61","118","43","53","142"
201920,"Buckinghamshire ","LSIP","314","Level 2","18","42","60","64","130"
201920,"Buckinghamshire ","LSIP","3897","Level 3","125","234","153","2541","844"
201920,"Buckinghamshire ","LSIP","4628","Total","204","394","256","2658","1116"
201718,"Cambridgeshire and Peterborough","LSIP","601","All other qualifications","81","149","64","120","187"
201718,"Cambridgeshire and Peterborough","LSIP","540","Level 2","37","76","52","205","170"
201718,"Cambridgeshire and Peterborough","LSIP","1519","Level 3","62","104","102","839","412"
201718,"Cambridgeshire and Peterborough","LSIP","2660","Total","180","329","218","1164","769"
201819,"Cambridgeshire and Peterborough","LSIP","625","All other qualifications","77","190","70","85","203"
201819,"Cambridgeshire and Peterborough","LSIP","478","Level 2","35","98","61","93","191"
201819,"Cambridgeshire and Peterborough","LSIP","1396","Level 3","60","108","96","826","306"
201819,"Cambridgeshire and Peterborough","LSIP","2499","Total","172","396","227","1004","700"
201920,"Cambridgeshire and Peterborough","LSIP","650","All other qualifications","84","162","84","134","186"
201920,"Cambridgeshire and Peterborough","LSIP","519","Level 2","24","103","57","146","189"
201920,"Cambridgeshire and Peterborough","LSIP","1526","Level 3","40","112","74","918","382"
201920,"Cambridgeshire and Peterborough","LSIP","2695","Total","148","377","215","1198","757"
201718,"Cheshire and Warrington","LSIP","1127","All other qualifications","107","312","214","173","321"
201718,"Cheshire and Warrington","LSIP","1262","Level 2","96","198","223","285","460"
201718,"Cheshire and Warrington","LSIP","7475","Level 3","243","536","621","4126","1949"
201718,"Cheshire and Warrington","LSIP","9864","Total","446","1046","1058","4584","2730"
201819,"Cheshire and Warrington","LSIP","1003","All other qualifications","95","276","201","136","295"
201819,"Cheshire and Warrington","LSIP","1803","Level 2","110","309","284","431","669"
201819,"Cheshire and Warrington","LSIP","6884","Level 3","192","507","624","3860","1701"
201819,"Cheshire and Warrington","LSIP","9690","Total","397","1092","1109","4427","2665"
201920,"Cheshire and Warrington","LSIP","1082","All other qualifications","104","322","217","152","287"
201920,"Cheshire and Warrington","LSIP","1201","Level 2","69","243","196","238","455"
201920,"Cheshire and Warrington","LSIP","7005","Level 3","237","521","550","3884","1813"
201920,"Cheshire and Warrington","LSIP","9288","Total","410","1086","963","4274","2555"
201718,"Cornwall and the Isles of Scilly","LSIP","864","All other qualifications","77","259","109","174","245"
201718,"Cornwall and the Isles of Scilly","LSIP","1214","Level 2","84","209","197","320","404"
201718,"Cornwall and the Isles of Scilly","LSIP","3721","Level 3","141","441","209","1820","1110"
201718,"Cornwall and the Isles of Scilly","LSIP","5799","Total","302","909","515","2314","1759"
201819,"Cornwall and the Isles of Scilly","LSIP","769","All other qualifications","79","258","87","156","189"
201819,"Cornwall and the Isles of Scilly","LSIP","1289","Level 2","70","245","231","294","449"
201819,"Cornwall and the Isles of Scilly","LSIP","3353","Level 3","122","375","188","1680","988"
201819,"Cornwall and the Isles of Scilly","LSIP","5411","Total","271","878","506","2130","1626"
201920,"Cornwall and the Isles of Scilly","LSIP","781","All other qualifications","90","255","98","109","229"
201920,"Cornwall and the Isles of Scilly","LSIP","965","Level 2","53","226","171","154","361"
201920,"Cornwall and the Isles of Scilly","LSIP","3666","Level 3","152","453","213","1693","1155"
201920,"Cornwall and the Isles of Scilly","LSIP","5412","Total","295","934","482","1956","1745"
201718,"Derbyshire and Nottinghamshire","LSIP","1214","All other qualifications","147","349","173","216","329"
201718,"Derbyshire and Nottinghamshire","LSIP","1367","Level 2","95","272","231","326","443"
201718,"Derbyshire and Nottinghamshire","LSIP","4112","Level 3","160","342","392","2296","922"
201718,"Derbyshire and Nottinghamshire","LSIP","6693","Total","402","963","796","2838","1694"
201819,"Derbyshire and Nottinghamshire","LSIP","1564","All other qualifications","157","416","216","381","394"
201819,"Derbyshire and Nottinghamshire","LSIP","1934","Level 2","115","354","346","445","674"
201819,"Derbyshire and Nottinghamshire","LSIP","3931","Level 3","150","350","306","2226","899"
201819,"Derbyshire and Nottinghamshire","LSIP","7429","Total","422","1120","868","3052","1967"
201920,"Derbyshire and Nottinghamshire","LSIP","1789","All other qualifications","167","528","201","458","435"
201920,"Derbyshire and Nottinghamshire","LSIP","2008","Level 2","99","414","276","658","561"
201920,"Derbyshire and Nottinghamshire","LSIP","4582","Level 3","169","391","344","2608","1070"
201920,"Derbyshire and Nottinghamshire","LSIP","8379","Total","435","1333","821","3724","2066"
201718,"Dorset","LSIP","595","All other qualifications","71","168","110","58","188"
201718,"Dorset","LSIP","630","Level 2","55","88","167","54","266"
201718,"Dorset","LSIP","2261","Level 3","130","213","136","1133","649"
201718,"Dorset","LSIP","3486","Total","256","469","413","1245","1103"
201819,"Dorset","LSIP","591","All other qualifications","68","166","66","101","190"
201819,"Dorset","LSIP","750","Level 2","38","139","146","142","285"
201819,"Dorset","LSIP","1979","Level 3","127","194","97","1004","557"
201819,"Dorset","LSIP","3320","Total","233","499","309","1247","1032"
201920,"Dorset","LSIP","602","All other qualifications","75","160","89","108","170"
201920,"Dorset","LSIP","609","Level 2","28","118","127","120","216"
201920,"Dorset","LSIP","2456","Level 3","145","237","140","1247","687"
201920,"Dorset","LSIP","3667","Total","248","515","356","1475","1073"
201718,"Essex, Southend-on-Sea and Thurrock","LSIP","662","All other qualifications","114","206","94","41","207"
201718,"Essex, Southend-on-Sea and Thurrock","LSIP","543","Level 2","46","128","84","58","227"
201718,"Essex, Southend-on-Sea and Thurrock","LSIP","3635","Level 3","159","337","289","1738","1112"
201718,"Essex, Southend-on-Sea and Thurrock","LSIP","4840","Total","319","671","467","1837","1546"
201819,"Essex, Southend-on-Sea and Thurrock","LSIP","541","All other qualifications","84","150","84","60","163"
201819,"Essex, Southend-on-Sea and Thurrock","LSIP","707","Level 2","64","154","61","155","273"
201819,"Essex, Southend-on-Sea and Thurrock","LSIP","1943","Level 3","70","189","146","1089","449"
201819,"Essex, Southend-on-Sea and Thurrock","LSIP","3191","Total","218","493","291","1304","885"
201920,"Essex, Southend-on-Sea and Thurrock","LSIP","635","All other qualifications","103","196","78","45","213"
201920,"Essex, Southend-on-Sea and Thurrock","LSIP","586","Level 2","57","156","71","75","227"
201920,"Essex, Southend-on-Sea and Thurrock","LSIP","2427","Level 3","94","241","161","1245","686"
201920,"Essex, Southend-on-Sea and Thurrock","LSIP","3648","Total","254","593","310","1365","1126"
201718,"Greater Lincolnshire","LSIP","824","All other qualifications","95","260","136","159","174"
201718,"Greater Lincolnshire","LSIP","926","Level 2","50","178","162","265","271"
201718,"Greater Lincolnshire","LSIP","2564","Level 3","101","221","265","1375","602"
201718,"Greater Lincolnshire","LSIP","4314","Total","246","659","563","1799","1047"
201819,"Greater Lincolnshire","LSIP","729","All other qualifications","75","254","112","108","180"
201819,"Greater Lincolnshire","LSIP","1041","Level 2","50","225","168","292","306"
201819,"Greater Lincolnshire","LSIP","2375","Level 3","90","234","250","1270","531"
201819,"Greater Lincolnshire","LSIP","4145","Total","215","713","530","1670","1017"
201920,"Greater Lincolnshire","LSIP","911","All other qualifications","82","316","112","170","231"
201920,"Greater Lincolnshire","LSIP","954","Level 2","46","235","149","245","279"
201920,"Greater Lincolnshire","LSIP","2823","Level 3","82","291","233","1604","613"
201920,"Greater Lincolnshire","LSIP","4688","Total","210","842","494","2019","1123"
201718,"Greater London","LSIP","10482","All other qualifications","2211","2865","874","2488","2044"
201718,"Greater London","LSIP","8299","Level 2","924","1597","859","3006","1913"
201718,"Greater London","LSIP","57019","Level 3","2829","4625","2226","38740","8599"
201718,"Greater London","LSIP","75800","Total","5964","9087","3959","44234","12556"
201819,"Greater London","LSIP","10507","All other qualifications","2046","2973","794","2550","2144"
201819,"Greater London","LSIP","11536","Level 2","1029","2162","888","4953","2504"
201819,"Greater London","LSIP","55356","Level 3","2644","4432","1990","37756","8534"
201819,"Greater London","LSIP","77399","Total","5719","9567","3672","45259","13182"
201920,"Greater London","LSIP","10685","All other qualifications","1880","3189","711","2762","2143"
201920,"Greater London","LSIP","7938","Level 2","793","1784","681","2923","1757"
201920,"Greater London","LSIP","58297","Level 3","2689","4769","1754","40106","8979"
201920,"Greater London","LSIP","76920","Total","5362","9742","3146","45791","12879"
201718,"Greater Manchester","LSIP","4266","All other qualifications","617","1305","633","753","958"
201718,"Greater Manchester","LSIP","4340","Level 2","323","866","686","1135","1330"
201718,"Greater Manchester","LSIP","19621","Level 3","771","1659","1573","11532","4086"
201718,"Greater Manchester","LSIP","28227","Total","1711","3830","2892","13420","6374"
201819,"Greater Manchester","LSIP","4332","All other qualifications","547","1337","597","881","970"
201819,"Greater Manchester","LSIP","6221","Level 2","325","1235","697","2262","1702"
201819,"Greater Manchester","LSIP","18287","Level 3","629","1479","1405","11160","3614"
201819,"Greater Manchester","LSIP","28840","Total","1501","4051","2699","14303","6286"
201920,"Greater Manchester","LSIP","4345","All other qualifications","581","1377","574","813","1001"
201920,"Greater Manchester","LSIP","3860","Level 2","244","921","533","1085","1077"
201920,"Greater Manchester","LSIP","19348","Level 3","677","1827","1263","11692","3889"
201920,"Greater Manchester","LSIP","27553","Total","1502","4125","2370","13590","5967"
201718,"Heart of the South-West","LSIP","757","All other qualifications","83","253","114","132","175"
201718,"Heart of the South-West","LSIP","1052","Level 2","81","199","198","222","352"
201718,"Heart of the South-West","LSIP","2862","Level 3","117","266","278","1453","748"
201718,"Heart of the South-West","LSIP","4671","Total","281","718","590","1807","1275"
201819,"Heart of the South-West","LSIP","664","All other qualifications","58","211","126","123","146"
201819,"Heart of the South-West","LSIP","1232","Level 2","59","239","284","314","336"
201819,"Heart of the South-West","LSIP","2635","Level 3","94","228","198","1454","661"
201819,"Heart of the South-West","LSIP","4531","Total","211","678","608","1891","1143"
201920,"Heart of the South-West","LSIP","694","All other qualifications","60","239","120","107","168"
201920,"Heart of the South-West","LSIP","931","Level 2","44","199","217","202","269"
201920,"Heart of the South-West","LSIP","2578","Level 3","113","241","231","1353","640"
201920,"Heart of the South-West","LSIP","4203","Total","217","679","568","1662","1077"
201718,"Hull and East Yorkshire","LSIP","1039","All other qualifications","123","342","194","90","290"
201718,"Hull and East Yorkshire","LSIP","1127","Level 2","92","269","195","202","369"
201718,"Hull and East Yorkshire","LSIP","3970","Level 3","142","360","364","2193","911"
201718,"Hull and East Yorkshire","LSIP","6136","Total","357","971","753","2485","1570"
201819,"Hull and East Yorkshire","LSIP","892","All other qualifications","88","304","159","121","220"
201819,"Hull and East Yorkshire","LSIP","1327","Level 2","79","347","213","266","422"
201819,"Hull and East Yorkshire","LSIP","3493","Level 3","110","312","328","1978","765"
201819,"Hull and East Yorkshire","LSIP","5712","Total","277","963","700","2365","1407"
201920,"Hull and East Yorkshire","LSIP","958","All other qualifications","95","325","163","163","212"
201920,"Hull and East Yorkshire","LSIP","992","Level 2","45","267","156","226","298"
201920,"Hull and East Yorkshire","LSIP","3733","Level 3","133","365","349","2050","836"
201920,"Hull and East Yorkshire","LSIP","5683","Total","273","957","668","2439","1346"
201718,"Kent and Medway","LSIP","704","All other qualifications","111","224","126","53","190"
201718,"Kent and Medway","LSIP","821","Level 2","78","198","143","95","307"
201718,"Kent and Medway","LSIP","2344","Level 3","101","215","193","1181","654"
201718,"Kent and Medway","LSIP","3869","Total","290","637","462","1329","1151"
201819,"Kent and Medway","LSIP","768","All other qualifications","108","266","102","82","210"
201819,"Kent and Medway","LSIP","1122","Level 2","89","243","144","263","383"
201819,"Kent and Medway","LSIP","2174","Level 3","77","210","198","1074","615"
201819,"Kent and Medway","LSIP","4064","Total","274","719","444","1419","1208"
201920,"Kent and Medway","LSIP","627","All other qualifications","89","188","84","94","172"
201920,"Kent and Medway","LSIP","946","Level 2","76","192","146","271","261"
201920,"Kent and Medway","LSIP","1860","Level 3","58","143","153","1043","463"
201920,"Kent and Medway","LSIP","3433","Total","223","523","383","1408","896"
201718,"Lancashire","LSIP","735","All other qualifications","81","249","126","167","112"
201718,"Lancashire","LSIP","616","Level 2","47","131","75","183","180"
201718,"Lancashire","LSIP","2960","Level 3","101","297","206","1770","586"
201718,"Lancashire","LSIP","4311","Total","229","677","407","2120","878"
201819,"Lancashire","LSIP","692","All other qualifications","89","226","87","158","132"
201819,"Lancashire","LSIP","984","Level 2","48","226","131","315","264"
201819,"Lancashire","LSIP","2602","Level 3","69","245","191","1539","558"
201819,"Lancashire","LSIP","4278","Total","206","697","409","2012","954"
201920,"Lancashire","LSIP","760","All other qualifications","96","288","116","99","161"
201920,"Lancashire","LSIP","619","Level 2","37","188","101","110","183"
201920,"Lancashire","LSIP","2719","Level 3","90","282","152","1587","608"
201920,"Lancashire","LSIP","4098","Total","223","758","369","1796","952"
201718,"Leicester and Leicestershire","LSIP","711","All other qualifications","107","195","82","121","206"
201718,"Leicester and Leicestershire","LSIP","734","Level 2","44","135","123","201","231"
201718,"Leicester and Leicestershire","LSIP","2715","Level 3","104","252","144","1751","464"
201718,"Leicester and Leicestershire","LSIP","4160","Total","255","582","349","2073","901"
201819,"Leicester and Leicestershire","LSIP","691","All other qualifications","96","176","70","137","212"
201819,"Leicester and Leicestershire","LSIP","1112","Level 2","74","187","126","398","327"
201819,"Leicester and Leicestershire","LSIP","2524","Level 3","111","212","134","1643","424"
201819,"Leicester and Leicestershire","LSIP","4327","Total","281","575","330","2178","963"
201920,"Leicester and Leicestershire","LSIP","776","All other qualifications","105","219","76","154","222"
201920,"Leicester and Leicestershire","LSIP","661","Level 2","56","149","108","138","210"
201920,"Leicester and Leicestershire","LSIP","2670","Level 3","112","243","116","1766","433"
201920,"Leicester and Leicestershire","LSIP","4107","Total","273","611","300","2058","865"
201718,"Liverpool City Region","LSIP","1900","All other qualifications","252","567","337","346","398"
201718,"Liverpool City Region","LSIP","2468","Level 2","145","482","384","763","694"
201718,"Liverpool City Region","LSIP","10522","Level 3","406","847","741","6337","2191"
201718,"Liverpool City Region","LSIP","14890","Total","803","1896","1462","7446","3283"
201819,"Liverpool City Region","LSIP","1948","All other qualifications","214","635","322","308","469"
201819,"Liverpool City Region","LSIP","2849","Level 2","147","621","437","869","775"
201819,"Liverpool City Region","LSIP","9177","Level 3","268","844","589","5638","1838"
201819,"Liverpool City Region","LSIP","13974","Total","629","2100","1348","6815","3082"
201920,"Liverpool City Region","LSIP","2237","All other qualifications","235","697","339","423","543"
201920,"Liverpool City Region","LSIP","2576","Level 2","134","569","361","781","731"
201920,"Liverpool City Region","LSIP","9350","Level 3","331","867","592","5608","1952"
201920,"Liverpool City Region","LSIP","14163","Total","700","2133","1292","6812","3226"
201718,"North East","LSIP","1823","All other qualifications","261","583","423","217","339"
201718,"North East","LSIP","1521","Level 2","103","350","351","305","412"
201718,"North East","LSIP","6288","Level 3","265","577","771","3540","1135"
201718,"North East","LSIP","9632","Total","629","1510","1545","4062","1886"
201819,"North East","LSIP","2024","All other qualifications","269","684","382","302","387"
201819,"North East","LSIP","2473","Level 2","124","635","417","670","627"
201819,"North East","LSIP","6105","Level 3","174","540","731","3574","1086"
201819,"North East","LSIP","10602","Total","567","1859","1530","4546","2100"
201920,"North East","LSIP","1997","All other qualifications","240","730","355","292","380"
201920,"North East","LSIP","1735","Level 2","84","504","365","354","428"
201920,"North East","LSIP","6551","Level 3","178","697","715","3773","1188"
201920,"North East","LSIP","10283","Total","502","1931","1435","4419","1996"
201718,"North of Tyne","LSIP","1766","All other qualifications","270","677","263","214","342"
201718,"North of Tyne","LSIP","1195","Level 2","91","283","197","249","375"
201718,"North of Tyne","LSIP","6347","Level 3","206","551","679","3687","1224"
201718,"North of Tyne","LSIP","9308","Total","567","1511","1139","4150","1941"
201819,"North of Tyne","LSIP","1801","All other qualifications","244","635","233","311","378"
201819,"North of Tyne","LSIP","1762","Level 2","93","437","261","457","514"
201819,"North of Tyne","LSIP","5312","Level 3","164","455","478","3134","1081"
201819,"North of Tyne","LSIP","8875","Total","501","1527","972","3902","1973"
201920,"North of Tyne","LSIP","1761","All other qualifications","209","603","225","322","402"
201920,"North of Tyne","LSIP","1679","Level 2","86","411","236","507","439"
201920,"North of Tyne","LSIP","5836","Level 3","196","585","472","3394","1189"
201920,"North of Tyne","LSIP","9276","Total","491","1599","933","4223","2030"
201718,"Solent","LSIP","831","All other qualifications","119","262","124","129","197"
201718,"Solent","LSIP","927","Level 2","77","184","156","156","354"
201718,"Solent","LSIP","2646","Level 3","112","265","229","1241","799"
201718,"Solent","LSIP","4404","Total","308","711","509","1526","1350"
201819,"Solent","LSIP","829","All other qualifications","116","273","106","108","226"
201819,"Solent","LSIP","1118","Level 2","84","230","152","236","416"
201819,"Solent","LSIP","2505","Level 3","143","225","157","1238","742"
201819,"Solent","LSIP","4452","Total","343","728","415","1582","1384"
201920,"Solent","LSIP","904","All other qualifications","117","287","123","160","217"
201920,"Solent","LSIP","904","Level 2","63","209","162","183","287"
201920,"Solent","LSIP","2537","Level 3","130","282","188","1162","775"
201920,"Solent","LSIP","4345","Total","310","778","473","1505","1279"
201718,"South East Midlands","LSIP","1301","All other qualifications","183","309","172","267","370"
201718,"South East Midlands","LSIP","1451","Level 2","85","220","170","483","493"
201718,"South East Midlands","LSIP","6940","Level 3","238","477","520","3992","1713"
201718,"South East Midlands","LSIP","9692","Total","506","1006","862","4742","2576"
201819,"South East Midlands","LSIP","1508","All other qualifications","163","382","179","312","472"
201819,"South East Midlands","LSIP","1828","Level 2","89","281","187","654","617"
201819,"South East Midlands","LSIP","6580","Level 3","228","502","450","3755","1645"
201819,"South East Midlands","LSIP","9916","Total","480","1165","816","4721","2734"
201920,"South East Midlands","LSIP","1513","All other qualifications","167","429","150","315","452"
201920,"South East Midlands","LSIP","1866","Level 2","111","333","157","632","633"
201920,"South East Midlands","LSIP","7038","Level 3","216","599","391","4029","1803"
201920,"South East Midlands","LSIP","10417","Total","494","1361","698","4976","2888"
201718,"South Yorkshire","LSIP","2095","All other qualifications","292","621","386","310","486"
201718,"South Yorkshire","LSIP","2376","Level 2","165","482","420","525","784"
201718,"South Yorkshire","LSIP","8349","Level 3","325","705","754","4676","1889"
201718,"South Yorkshire","LSIP","12820","Total","782","1808","1560","5511","3159"
201819,"South Yorkshire","LSIP","2123","All other qualifications","246","665","332","330","550"
201819,"South Yorkshire","LSIP","3128","Level 2","156","691","427","758","1096"
201819,"South Yorkshire","LSIP","7449","Level 3","186","630","655","4325","1653"
201819,"South Yorkshire","LSIP","12700","Total","588","1986","1414","5413","3299"
201920,"South Yorkshire","LSIP","2241","All other qualifications","242","704","358","383","554"
201920,"South Yorkshire","LSIP","2029","Level 2","119","500","354","435","621"
201920,"South Yorkshire","LSIP","7856","Level 3","215","699","593","4709","1640"
201920,"South Yorkshire","LSIP","12126","Total","576","1903","1305","5527","2815"
201718,"Stoke-on-Trent and Staffordshire","LSIP","429","All other qualifications","56","159","38","79","97"
201718,"Stoke-on-Trent and Staffordshire","LSIP","333","Level 2","14","51","65","99","104"
201718,"Stoke-on-Trent and Staffordshire","LSIP","1173","Level 3","32","96","91","706","248"
201718,"Stoke-on-Trent and Staffordshire","LSIP","1935","Total","102","306","194","884","449"
201819,"Stoke-on-Trent and Staffordshire","LSIP","414","All other qualifications","48","141","60","61","104"
201819,"Stoke-on-Trent and Staffordshire","LSIP","403","Level 2","18","80","61","143","101"
201819,"Stoke-on-Trent and Staffordshire","LSIP","1124","Level 3","31","80","65","708","240"
201819,"Stoke-on-Trent and Staffordshire","LSIP","1941","Total","97","301","186","912","445"
201920,"Stoke-on-Trent and Staffordshire","LSIP","387","All other qualifications","40","135","49","71","92"
201920,"Stoke-on-Trent and Staffordshire","LSIP","371","Level 2","26","86","49","107","103"
201920,"Stoke-on-Trent and Staffordshire","LSIP","1240","Level 3","32","106","54","828","220"
201920,"Stoke-on-Trent and Staffordshire","LSIP","1998","Total","98","327","152","1006","415"
201718,"Swindon and Wiltshire","LSIP","1202","All other qualifications","147","299","147","179","430"
201718,"Swindon and Wiltshire","LSIP","1122","Level 2","55","150","184","267","466"
201718,"Swindon and Wiltshire","LSIP","4439","Level 3","141","354","324","2194","1426"
201718,"Swindon and Wiltshire","LSIP","6763","Total","343","803","655","2640","2322"
201819,"Swindon and Wiltshire","LSIP","1174","All other qualifications","93","309","178","202","392"
201819,"Swindon and Wiltshire","LSIP","1264","Level 2","65","173","208","328","490"
201819,"Swindon and Wiltshire","LSIP","3963","Level 3","104","328","268","1968","1295"
201819,"Swindon and Wiltshire","LSIP","6401","Total","262","810","654","2498","2177"
201920,"Swindon and Wiltshire","LSIP","1127","All other qualifications","122","287","135","189","394"
201920,"Swindon and Wiltshire","LSIP","1092","Level 2","52","204","133","291","412"
201920,"Swindon and Wiltshire","LSIP","3967","Level 3","127","342","218","2024","1256"
201920,"Swindon and Wiltshire","LSIP","6186","Total","301","833","486","2504","2062"
201718,"Tees Valley","LSIP","1050","All other qualifications","145","382","221","114","188"
201718,"Tees Valley","LSIP","1156","Level 2","80","268","218","302","288"
201718,"Tees Valley","LSIP","5301","Level 3","181","450","548","3179","943"
201718,"Tees Valley","LSIP","7507","Total","406","1100","987","3595","1419"
201819,"Tees Valley","LSIP","1119","All other qualifications","129","428","200","135","227"
201819,"Tees Valley","LSIP","1923","Level 2","73","449","303","639","459"
201819,"Tees Valley","LSIP","4563","Level 3","129","418","409","2810","797"
201819,"Tees Valley","LSIP","7605","Total","331","1295","912","3584","1483"
201920,"Tees Valley","LSIP","1281","All other qualifications","90","429","278","214","270"
201920,"Tees Valley","LSIP","1159","Level 2","37","312","219","361","230"
201920,"Tees Valley","LSIP","4656","Level 3","108","442","397","2930","779"
201920,"Tees Valley","LSIP","7096","Total","235","1183","894","3505","1279"
201718,"Thames Valley Berkshire","LSIP","731","All other qualifications","119","145","110","112","245"
201718,"Thames Valley Berkshire","LSIP","928","Level 2","75","160","157","203","333"
201718,"Thames Valley Berkshire","LSIP","5976","Level 3","185","405","406","3495","1485"
201718,"Thames Valley Berkshire","LSIP","7635","Total","379","710","673","3810","2063"
201819,"Thames Valley Berkshire","LSIP","774","All other qualifications","112","199","99","135","229"
201819,"Thames Valley Berkshire","LSIP","1084","Level 2","96","174","147","229","438"
201819,"Thames Valley Berkshire","LSIP","6171","Level 3","230","426","370","3661","1484"
201819,"Thames Valley Berkshire","LSIP","8029","Total","438","799","616","4025","2151"
201920,"Thames Valley Berkshire","LSIP","848","All other qualifications","121","208","107","157","255"
201920,"Thames Valley Berkshire","LSIP","806","Level 2","73","144","93","210","286"
201920,"Thames Valley Berkshire","LSIP","6345","Level 3","201","428","330","3747","1639"
201920,"Thames Valley Berkshire","LSIP","7999","Total","395","780","530","4114","2180"
201718,"The Marches","LSIP","659","All other qualifications","84","178","101","111","185"
201718,"The Marches","LSIP","955","Level 2","84","199","177","138","357"
201718,"The Marches","LSIP","4743","Level 3","193","362","366","2476","1346"
201718,"The Marches","LSIP","6357","Total","361","739","644","2725","1888"
201819,"The Marches","LSIP","793","All other qualifications","77","244","127","121","224"
201819,"The Marches","LSIP","1425","Level 2","102","294","245","218","566"
201819,"The Marches","LSIP","4450","Level 3","174","365","339","2256","1316"
201819,"The Marches","LSIP","6668","Total","353","903","711","2595","2106"
201920,"The Marches","LSIP","809","All other qualifications","72","215","144","138","240"
201920,"The Marches","LSIP","1054","Level 2","68","230","170","236","350"
201920,"The Marches","LSIP","4778","Level 3","174","423","338","2511","1332"
201920,"The Marches","LSIP","6641","Total","314","868","652","2885","1922"
201718,"West Midlands and Warwickshire","LSIP","4984","All other qualifications","785","1479","691","927","1102"
201718,"West Midlands and Warwickshire","LSIP","4715","Level 2","414","948","719","1398","1236"
201718,"West Midlands and Warwickshire","LSIP","22065","Level 3","1017","2038","1487","13602","3921"
201718,"West Midlands and Warwickshire","LSIP","31764","Total","2216","4465","2897","15927","6259"
201819,"West Midlands and Warwickshire","LSIP","4917","All other qualifications","717","1607","620","961","1012"
201819,"West Midlands and Warwickshire","LSIP","6290","Level 2","447","1305","785","2093","1660"
201819,"West Midlands and Warwickshire","LSIP","20348","Level 3","797","1930","1491","12796","3334"
201819,"West Midlands and Warwickshire","LSIP","31555","Total","1961","4842","2896","15850","6006"
201920,"West Midlands and Warwickshire","LSIP","5270","All other qualifications","804","1685","537","1149","1095"
201920,"West Midlands and Warwickshire","LSIP","5166","Level 2","309","1199","645","1777","1236"
201920,"West Midlands and Warwickshire","LSIP","22015","Level 3","817","2130","1265","14000","3803"
201920,"West Midlands and Warwickshire","LSIP","32451","Total","1930","5014","2447","16926","6134"
201718,"West of England and North Somerset","LSIP","1982","All other qualifications","257","496","369","271","589"
201718,"West of England and North Somerset","LSIP","1874","Level 2","121","299","312","383","759"
201718,"West of England and North Somerset","LSIP","7387","Level 3","227","609","611","3567","2373"
201718,"West of England and North Somerset","LSIP","11243","Total","605","1404","1292","4221","3721"
201819,"West of England and North Somerset","LSIP","1995","All other qualifications","226","569","344","318","538"
201819,"West of England and North Somerset","LSIP","2326","Level 2","127","406","332","662","799"
201819,"West of England and North Somerset","LSIP","6724","Level 3","265","506","565","3279","2109"
201819,"West of England and North Somerset","LSIP","11045","Total","618","1481","1241","4259","3446"
201920,"West of England and North Somerset","LSIP","2065","All other qualifications","224","573","295","353","620"
201920,"West of England and North Somerset","LSIP","1822","Level 2","92","311","321","430","668"
201920,"West of England and North Somerset","LSIP","7001","Level 3","247","562","474","3478","2240"
201920,"West of England and North Somerset","LSIP","10888","Total","563","1446","1090","4261","3528"
201718,"West Yorkshire","LSIP","3511","All other qualifications","498","1204","475","618","716"
201718,"West Yorkshire","LSIP","3470","Level 2","262","703","587","983","935"
201718,"West Yorkshire","LSIP","15933","Level 3","568","1346","1371","9661","2987"
201718,"West Yorkshire","LSIP","22914","Total","1328","3253","2433","11262","4638"
201819,"West Yorkshire","LSIP","3300","All other qualifications","483","1143","417","541","716"
201819,"West Yorkshire","LSIP","4296","Level 2","278","907","686","1266","1159"
201819,"West Yorkshire","LSIP","13938","Level 3","451","1161","1122","8524","2680"
201819,"West Yorkshire","LSIP","21534","Total","1212","3211","2225","10331","4555"
201920,"West Yorkshire","LSIP","3373","All other qualifications","428","1124","491","624","706"
201920,"West Yorkshire","LSIP","3617","Level 2","208","902","547","1021","939"
201920,"West Yorkshire","LSIP","14640","Level 3","509","1315","1104","8932","2780"
201920,"West Yorkshire","LSIP","21630","Total","1145","3341","2142","10577","4425"
201718,"York and North Yorkshire","LSIP","475","All other qualifications","53","145","84","56","137"
